,BREED_ID,PET_ID,GENDER,NEUTER_DATE,VISIT_DATE,VISIT_AGE,WEIGHT,BCS_RECORDED,BCS_PREDICTED,PREVENTIVE_CARE_VISIT,HEALTHY_PET_DIAGNOSIS,AV_BREED_WEIGHT,Age (Days),Age (Weeks)
5885381,1,14977,FS,2007-12-21,2007-12-29T05:00:00Z,0.476,29.892,None,None,Y,Y,54.216,171.35999999999999,24.752
5827255,1,906,M,Unknown,1999-03-10T05:00:00Z,0.63,51.256,None,None,N,N,54.216,226.8,32.76
5936837,1,24906,F,Unknown,2011-10-05T04:00:00Z,0.88,42.003,None,None,N,N,54.216,316.8,45.76
5853552,1,8463,M,Unknown,2005-08-12T04:00:00Z,0.191,6.759,None,None,Y,Y,54.216,68.76,9.932
5893950,1,16804,FS,2008-10-14,2008-09-04T04:00:00Z,0.279,16.375,None,None,Y,Y,54.216,100.44000000000001,14.508000000000001
5842542,1,6226,FS,2001-08-23,2002-05-11T04:00:00Z,1.19,63.957,None,None,Y,Y,54.216,428.4,61.879999999999995
5857396,1,9182,FS,2004-06-17,2004-04-05T04:00:00Z,0.316,24.993,None,None,Y,N,54.216,113.76,16.432
5935929,1,24760,MN,Unknown,2011-01-31T05:00:00Z,2.01,63.957,None,None,N,N,54.216,723.5999999999999,104.51999999999998
5961752,1,29978,MN,2012-08-23,2012-09-02T04:00:00Z,0.488,28.486,None,None,N,Y,54.216,175.68,25.375999999999998
5927616,1,23242,FS,2011-01-07,2010-07-28T04:00:00Z,0.167,4.354,None,None,Y,Y,54.216,60.120000000000005,8.684000000000001
5880572,1,14001,FS,2007-08-14,2009-06-11T04:00:00Z,2.445,46.72,None,None,N,N,54.216,880.1999999999999,127.13999999999999
5911958,1,20430,MN,2009-11-02,2010-03-24T04:00:00Z,0.744,40.279,None,None,N,N,54.216,267.84,38.688
5953983,1,28274,MN,2012-10-30,2012-03-19T04:00:00Z,0.266,18.371,None,None,Y,Y,54.216,95.76,13.832
5900444,1,18182,M,Unknown,2009-03-18T04:00:00Z,0.344,24.766,None,None,N,N,54.216,123.83999999999999,17.887999999999998
5937586,1,25025,M,Unknown,2011-03-15T04:00:00Z,0.23,19.051,None,None,Y,N,54.216,82.8,11.96
5829897,1,1741,MN,2002-08-13,2002-07-08T04:00:00Z,0.246,13.653,None,None,Y,Y,54.216,88.56,12.792
5958688,1,29271,M,Unknown,2013-01-18T05:00:00Z,1.134,56.926,Normal,None,N,N,54.216,408.23999999999995,58.967999999999996
5924839,1,22742,F,Unknown,2011-02-23T05:00:00Z,0.961,49.895,None,None,Y,N,54.216,345.96,49.972
5957396,1,28985,MN,2012-07-09,2012-05-28T04:00:00Z,0.205,8.89,None,None,Y,Y,54.216,73.8,10.66
5929568,1,23553,FS,2010-12-23,2011-04-01T04:00:00Z,0.773,23.95,None,None,N,N,54.216,278.28000000000003,40.196
5957721,1,29047,MN,2012-09-25,2012-08-18T04:00:00Z,0.45,37.195,None,None,Y,N,54.216,162.0,23.400000000000002
5956688,1,28834,FS,2013-01-02,2013-01-02T05:00:00Z,0.802,40.914,None,None,N,Y,54.216,288.72,41.704
5943854,1,26284,FS,2011-12-21,2011-10-12T04:00:00Z,0.417,11.431,None,None,N,N,54.216,150.12,21.683999999999997
5848279,1,7334,MN,2002-01-30,2001-04-20T04:00:00Z,0.3,20.14,None,None,N,N,54.216,108.0,15.6
5857464,1,9188,FS,2005-07-29,2006-03-01T05:00:00Z,0.957,47.582,None,None,Y,N,54.216,344.52,49.763999999999996
5948085,1,27094,MN,2011-12-12,2011-12-12T05:00:00Z,0.402,29.302,None,None,N,N,54.216,144.72,20.904
5923072,1,22386,FS,2010-06-29,2012-07-22T04:00:00Z,2.452,42.184,Thin,None,N,N,54.216,882.72,127.50399999999999
5864186,1,10511,MN,Unknown,2000-10-15T04:00:00Z,1.001,40.823,Thin,None,Y,N,54.216,360.35999999999996,52.05199999999999
5947199,1,26915,FS,2011-11-04,2011-12-08T05:00:00Z,0.461,28.259,None,None,N,N,54.216,165.96,23.972
5842208,1,6113,MN,2006-04-12,2006-01-17T05:00:00Z,0.25,17.01,None,None,Y,Y,54.216,90.0,13.0
5944470,1,26405,FS,2012-03-05,2011-09-06T04:00:00Z,0.34,14.016,None,None,Y,N,54.216,122.4,17.68
5839258,1,5154,FS,Unknown,2002-02-01T05:00:00Z,2.002,47.673,Normal,None,Y,N,54.216,720.7199999999999,104.10399999999998
5911062,1,20248,FS,2009-10-21,2009-10-28T04:00:00Z,0.494,28.213,None,None,N,N,54.216,177.84,25.688
5901788,1,18468,MN,2009-08-14,2009-06-11T04:00:00Z,0.483,41.277,None,None,Y,N,54.216,173.88,25.116
5831653,1,2407,FS,Unknown,2001-06-20T04:00:00Z,0.563,30.844,None,None,Y,Y,54.216,202.67999999999998,29.275999999999996
5832904,1,2879,M,Unknown,2002-10-09T04:00:00Z,0.177,10.07,None,None,Y,N,54.216,63.72,9.203999999999999
5846194,1,6902,F,Unknown,1998-03-08T05:00:00Z,0.265,21.455,None,None,Y,N,54.216,95.4,13.780000000000001
5965201,1,30979,M,2013-08-24,2012-11-24T05:00:00Z,0.252,4.899,None,None,N,N,54.216,90.72,13.104
5839683,1,5266,M,Unknown,2004-09-13T04:00:00Z,1.349,63.503,None,None,Y,Y,54.216,485.64,70.148
5888037,1,15554,MN,2008-05-28,2009-05-02T04:00:00Z,1.439,57.107,None,None,N,N,54.216,518.04,74.828
5916147,1,21202,FS,2010-01-27,2010-01-27T05:00:00Z,0.53,34.382,None,None,N,N,54.216,190.8,27.560000000000002
5843366,1,6376,MN,2005-10-12,2005-08-23T04:00:00Z,0.408,26.671,None,None,Y,N,54.216,146.88,21.215999999999998
5965743,1,31142,FS,2013-03-02,2013-02-05T05:00:00Z,0.397,15.785,None,None,N,N,54.216,142.92000000000002,20.644000000000002
5858896,1,9496,M,Unknown,2001-12-29T05:00:00Z,1.698,46.403,None,None,N,N,54.216,611.28,88.29599999999999
5920836,1,22005,FS,2010-05-11,2010-06-08T04:00:00Z,0.433,22.407,None,None,N,Y,54.216,155.88,22.516
5881389,1,14180,MN,2007-07-26,2007-08-04T04:00:00Z,0.231,13.608,None,None,Y,Y,54.216,83.16000000000001,12.012
5837875,1,4662,F,Unknown,1995-12-09T05:00:00Z,0.486,34.019,None,None,Y,N,54.216,174.96,25.272
5965145,1,30962,M,Unknown,2012-11-24T05:00:00Z,0.09,3.538,None,None,Y,N,54.216,32.4,4.68
5858909,1,9504,FS,Unknown,2004-01-03T05:00:00Z,1.503,35.97,None,None,N,N,54.216,541.0799999999999,78.15599999999999
5840958,1,5711,F,1996-09-08,1996-09-18T04:00:00Z,1.848,50.802,None,None,N,N,54.216,665.2800000000001,96.096
5957608,1,29025,FS,2012-06-14,2012-08-10T04:00:00Z,0.745,38.374,None,None,N,N,54.216,268.2,38.74
5861903,1,10035,FS,2004-03-24,2004-06-01T04:00:00Z,0.555,34.019,None,None,N,N,54.216,199.8,28.860000000000003
5899796,1,18064,MN,2009-02-06,2009-01-24T05:00:00Z,0.24,17.735,None,None,Y,Y,54.216,86.39999999999999,12.48
5837989,1,4708,FS,Unknown,2003-05-29T04:00:00Z,2.711,58.06,None,None,N,N,54.216,975.9599999999999,140.97199999999998
5966668,1,31475,FS,2013-03-22,2013-01-17T05:00:00Z,0.441,16.148,None,None,Y,Y,54.216,158.76,22.932
5964880,1,30865,F,Unknown,2012-11-13T05:00:00Z,0.252,19.278,None,None,Y,Y,54.216,90.72,13.104
5857577,1,9203,FS,2004-07-15,2004-07-29T04:00:00Z,0.503,36.741,None,None,N,N,54.216,181.08,26.156
5879480,1,13758,FS,Unknown,2007-11-20T05:00:00Z,0.672,51.165,None,None,N,N,54.216,241.92000000000002,34.944
5963428,1,30424,MN,Unknown,2012-10-22T04:00:00Z,2.577,64.773,None,None,Y,N,54.216,927.72,134.004
5832208,1,2603,FS,2003-09-16,2003-11-23T05:00:00Z,0.753,38.147,None,None,Y,N,54.216,271.08,39.156
5856377,1,8981,F,Unknown,2004-07-09T04:00:00Z,0.108,3.901,None,None,Y,N,54.216,38.88,5.616
5963023,1,30325,MN,Unknown,2012-09-15T04:00:00Z,2.003,61.87,None,None,N,N,54.216,721.08,104.156
5860346,1,9732,M,Unknown,2007-01-20T05:00:00Z,1.456,52.571,None,None,Y,N,54.216,524.16,75.712
5886633,1,15248,FS,2008-01-23,2009-08-02T04:00:00Z,2.336,52.163,None,None,N,N,54.216,840.9599999999999,121.472
5846564,1,6986,MN,Unknown,2006-03-08T05:00:00Z,1.943,58.967,None,None,N,N,54.216,699.48,101.036
5828427,1,1267,MN,Unknown,2000-07-06T04:00:00Z,0.182,12.066,None,None,N,Y,54.216,65.52,9.464
5888584,1,15687,MN,2008-11-25,2008-05-13T04:00:00Z,0.78,31.298,Thin,None,Y,Y,54.216,280.8,40.56
5956324,1,28754,FS,2012-06-01,2012-04-21T04:00:00Z,0.235,13.426,None,None,N,N,54.216,84.6,12.219999999999999
5858432,1,9390,M,Unknown,2004-12-20T05:00:00Z,0.193,9.571,None,None,N,N,54.216,69.48,10.036
5946699,1,26822,MN,2012-03-03,2012-07-05T04:00:00Z,1.249,63.503,None,None,N,N,54.216,449.64000000000004,64.94800000000001
5937021,1,24938,MN,2011-11-11,2012-04-18T04:00:00Z,1.342,54.431,Normal,None,Y,N,54.216,483.12,69.784
5827383,1,956,FS,Unknown,2002-05-01T04:00:00Z,0.67,38.964,None,None,Y,Y,54.216,241.20000000000002,34.84
5897626,1,17625,MN,2009-04-29,2008-12-19T05:00:00Z,0.273,25.447,None,None,Y,N,54.216,98.28,14.196000000000002
5952419,1,27958,FS,2012-03-10,2012-12-30T05:00:00Z,1.253,59.738,None,None,N,Y,54.216,451.08,65.15599999999999
5841805,1,6028,MN,2001-09-18,1999-09-11T04:00:00Z,0.253,8.346,None,None,Y,N,54.216,91.08,13.156
5875391,1,12880,M,Unknown,2007-05-22T04:00:00Z,0.53,38.555,Thin,None,N,N,54.216,190.8,27.560000000000002
5965732,1,31138,M,Unknown,2013-01-04T05:00:00Z,0.241,15.876,None,None,Y,Y,54.216,86.75999999999999,12.532
5945165,1,26541,M,Unknown,2011-09-01T04:00:00Z,0.233,11.022,None,None,Y,N,54.216,83.88000000000001,12.116000000000001
5867102,1,11075,M,Unknown,2004-05-06T04:00:00Z,0.303,22.453,None,None,Y,N,54.216,109.08,15.756
5879366,1,13728,MN,2007-06-25,2007-06-19T04:00:00Z,0.308,22.271,None,None,Y,Y,54.216,110.88,16.016
5945473,1,26589,FS,Unknown,2012-08-25T04:00:00Z,1.698,41.957,None,None,Y,N,54.216,611.28,88.29599999999999
5880903,1,14066,FS,2007-07-27,2007-07-27T04:00:00Z,0.412,25.628,None,None,N,Y,54.216,148.32,21.424
5909718,1,20022,MN,2009-10-16,2010-08-12T04:00:00Z,1.226,62.596,None,None,N,N,54.216,441.36,63.751999999999995
5843816,1,6482,MN,1997-04-19,1997-05-28T04:00:00Z,0.535,33.203,None,None,N,N,54.216,192.60000000000002,27.82
5841689,1,5974,F,Unknown,1998-01-20T05:00:00Z,0.897,51.71,None,None,N,N,54.216,322.92,46.644
5892811,1,16551,MN,2008-08-04,2009-04-24T04:00:00Z,0.914,36.287,Thin,None,N,N,54.216,329.04,47.528
5840821,1,5670,M,Unknown,1999-02-27T05:00:00Z,0.881,57.652,None,None,Y,Y,54.216,317.16,45.812
5887407,1,15413,MN,2008-05-01,2009-08-07T04:00:00Z,1.736,48.716,None,None,Y,N,54.216,624.96,90.272
5919570,1,21779,M,Unknown,2011-03-05T05:00:00Z,1.232,49.396,None,None,Y,N,54.216,443.52,64.064
5934821,1,24545,MN,2011-02-02,2010-12-31T05:00:00Z,0.411,28.712,None,None,Y,N,54.216,147.95999999999998,21.372
5941085,1,25734,M,Unknown,2011-07-15T04:00:00Z,0.311,19.278,None,None,Y,N,54.216,111.96,16.172
5955543,1,28593,MN,2012-04-27,2012-12-28T05:00:00Z,1.55,58.967,None,None,N,N,54.216,558.0,80.60000000000001
5852294,1,8184,MN,2003-11-28,2003-11-28T05:00:00Z,0.478,23.904,None,None,N,N,54.216,172.07999999999998,24.855999999999998
5843225,1,6353,M,Unknown,2003-08-09T04:00:00Z,1.418,59.421,None,None,N,N,54.216,510.47999999999996,73.73599999999999
5930069,1,23653,MN,2010-12-16,2011-10-24T04:00:00Z,1.266,67.041,Heavy,None,N,N,54.216,455.76,65.832
5859590,1,9608,FS,2004-05-10,2004-04-27T04:00:00Z,0.379,28.849,None,None,N,N,54.216,136.44,19.708
5854427,1,8671,FS,Unknown,2003-11-16T05:00:00Z,2.314,42.184,None,Thin,Y,N,54.216,833.04,120.328
5909064,1,19896,M,Unknown,2009-07-22T04:00:00Z,0.191,13.154,None,None,Y,N,54.216,68.76,9.932
5859305,1,9567,F,Unknown,2006-08-19T04:00:00Z,1.423,49.895,None,None,Y,N,54.216,512.28,73.99600000000001
5826886,1,793,F,Unknown,1998-07-21T04:00:00Z,0.221,10.523,None,None,N,N,54.216,79.56,11.492
5951677,1,27810,F,Unknown,2012-04-12T04:00:00Z,0.989,43.999,None,None,N,N,54.216,356.04,51.428
5863603,1,10363,F,Unknown,2005-12-16T05:00:00Z,0.237,12.02,None,None,Y,Y,54.216,85.32,12.324
5931071,1,23834,FS,2010-10-16,2011-04-30T04:00:00Z,0.835,45.314,Normal,None,N,Y,54.216,300.59999999999997,43.42
5865550,1,10783,M,Unknown,1999-07-22T04:00:00Z,0.346,22.997,None,None,N,N,54.216,124.55999999999999,17.991999999999997
5941135,1,25741,FS,2012-03-31,2012-04-30T04:00:00Z,1.506,38.193,None,None,Y,N,54.216,542.16,78.312
5940468,1,25619,F,Unknown,2011-04-30T04:00:00Z,0.751,43.953,None,None,N,N,54.216,270.36,39.052
5834346,1,3394,MN,Unknown,1999-06-03T04:00:00Z,2.175,56.699,None,None,N,N,54.216,782.9999999999999,113.1
5850206,1,7732,FS,2005-07-13,2006-02-16T05:00:00Z,0.98,70.969,Heavy,None,N,N,54.216,352.8,50.96
5914511,1,20900,MN,Unknown,2009-11-12T05:00:00Z,1.503,56.699,None,None,Y,Y,54.216,541.0799999999999,78.15599999999999
5962409,1,30164,FS,2012-08-28,2012-10-09T04:00:00Z,0.929,38.329,None,None,N,N,54.216,334.44,48.308
5933131,1,24210,FS,2011-02-04,2012-05-27T04:00:00Z,1.791,53.524,None,None,N,N,54.216,644.76,93.13199999999999
5959834,1,29543,FS,2012-09-19,2012-08-25T04:00:00Z,0.332,25.401,None,None,Y,N,54.216,119.52000000000001,17.264
5947696,1,27023,M,Unknown,2012-01-26T05:00:00Z,0.506,34.201,None,None,N,N,54.216,182.16,26.312
5963969,1,30578,MN,2013-01-03,2012-11-19T05:00:00Z,0.334,15.377,None,None,N,Y,54.216,120.24000000000001,17.368000000000002
5890651,1,16095,MN,Unknown,2010-05-10T04:00:00Z,2.938,63.049,None,None,Y,N,54.216,1057.68,152.776
5965383,1,31036,F,Unknown,2012-12-01T05:00:00Z,0.71,41.731,None,None,Y,Y,54.216,255.6,36.92
5889635,1,15886,MN,2008-06-06,2008-05-15T04:00:00Z,0.369,15.422,None,None,Y,N,54.216,132.84,19.188
5917636,1,21476,MN,2010-07-29,2010-05-05T04:00:00Z,0.516,36.197,None,None,N,N,54.216,185.76,26.832
5844168,1,6551,MN,2006-06-13,2008-05-03T04:00:00Z,2.382,70.76,None,None,Y,N,54.216,857.5200000000001,123.864
5914013,1,20815,M,Unknown,2009-12-14T05:00:00Z,0.24,15.966,None,None,Y,N,54.216,86.39999999999999,12.48
5921371,1,22099,MN,2010-10-26,2010-11-06T04:00:00Z,0.769,51.528,None,None,N,Y,54.216,276.84000000000003,39.988
5879558,1,13773,F,Unknown,2007-05-16T04:00:00Z,0.199,4.309,None,None,N,N,54.216,71.64,10.348
5843195,1,6344,MN,Unknown,2003-02-02T05:00:00Z,1.002,55.338,None,None,Y,Y,54.216,360.72,52.104
5856379,1,8981,F,Unknown,2004-08-20T04:00:00Z,0.224,11.657,None,None,Y,N,54.216,80.64,11.648
5860044,1,9696,M,Unknown,2001-06-19T04:00:00Z,0.715,52.163,None,None,Y,N,54.216,257.4,37.18
5849070,1,7516,M,Unknown,2006-03-04T05:00:00Z,0.302,23.133,None,None,N,N,54.216,108.72,15.703999999999999
5905866,1,19283,MN,2009-09-23,2009-09-18T04:00:00Z,0.604,44.135,None,None,Y,N,54.216,217.44,31.407999999999998
5873979,1,12573,M,Unknown,2007-08-04T04:00:00Z,1.363,56.699,None,None,Y,Y,54.216,490.68,70.876
5957358,1,28975,FS,2012-08-20,2012-08-20T04:00:00Z,0.421,29.484,None,None,N,Y,54.216,151.56,21.892
5854559,1,8696,M,Unknown,2006-05-09T04:00:00Z,0.514,34.292,None,None,Y,Y,54.216,185.04,26.728
5949023,1,27295,MN,Unknown,2011-11-06T04:00:00Z,1.75,61.371,None,None,Y,N,54.216,630.0,91.0
5900804,1,18246,MN,2009-03-25,2009-02-11T05:00:00Z,0.243,15.014,None,None,Y,Y,54.216,87.48,12.636
5861795,1,10012,MN,2002-12-19,2004-01-30T05:00:00Z,1.62,65.317,Normal,None,N,N,54.216,583.2,84.24000000000001
5849447,1,7577,M,Unknown,2005-08-20T04:00:00Z,0.966,51.256,None,None,Y,N,54.216,347.76,50.232
5912578,1,20552,MN,2009-10-27,2011-11-13T05:00:00Z,2.294,50.258,None,None,N,N,54.216,825.84,119.288
5917135,1,21388,F,Unknown,2010-03-02T05:00:00Z,0.84,31.752,None,None,N,N,54.216,302.4,43.68
5964178,1,30650,FS,2012-12-26,2012-10-19T04:00:00Z,0.167,7.53,None,None,Y,N,54.216,60.120000000000005,8.684000000000001
5824759,1,68,FS,1999-05-13,1999-04-27T04:00:00Z,0.382,30.391,None,None,Y,Y,54.216,137.52,19.864
5905143,1,19156,MN,Unknown,2009-04-30T04:00:00Z,0.719,49.578,None,None,Y,N,54.216,258.84,37.388
5869324,1,11553,MN,2006-09-06,2008-08-19T04:00:00Z,2.436,61.462,None,None,Y,N,54.216,876.96,126.672
5887393,1,15412,FS,2008-04-14,2008-02-04T05:00:00Z,0.407,30.844,None,None,Y,Y,54.216,146.51999999999998,21.163999999999998
5928155,1,23316,MN,2010-12-21,2010-10-07T04:00:00Z,0.337,22.453,None,None,Y,N,54.216,121.32000000000001,17.524
5897522,1,17607,FS,2009-01-14,2009-08-17T04:00:00Z,1.032,43.318,None,None,Y,N,54.216,371.52,53.664
5880876,1,14054,M,Unknown,2007-06-28T04:00:00Z,0.919,53.479,None,None,N,N,54.216,330.84000000000003,47.788000000000004
5921709,1,22166,FS,2010-05-31,2011-06-02T04:00:00Z,1.296,40.823,None,None,Y,N,54.216,466.56,67.392
5951711,1,27818,MN,2012-03-16,2012-03-16T04:00:00Z,0.421,29.937,None,None,N,N,54.216,151.56,21.892
5854831,1,8739,F,Unknown,2002-12-16T05:00:00Z,1.141,57.289,None,None,Y,N,54.216,410.76,59.332
5937358,1,24988,FS,2011-03-24,2011-04-04T04:00:00Z,0.475,44.452,None,None,N,Y,54.216,171.0,24.7
5928993,1,23478,MN,2011-02-10,2011-02-05T05:00:00Z,0.662,32.659,None,None,N,Y,54.216,238.32000000000002,34.424
5848528,1,7390,M,Unknown,2006-02-01T05:00:00Z,0.171,9.163,None,None,Y,Y,54.216,61.56,8.892000000000001
5866871,1,11027,MN,2006-01-08,2006-01-02T05:00:00Z,0.511,49.487,None,None,N,N,54.216,183.96,26.572
5853910,1,8540,M,Unknown,2003-10-18T04:00:00Z,0.498,38.555,None,None,Y,N,54.216,179.28,25.896
5913481,1,20708,FS,2009-11-18,2010-04-06T04:00:00Z,0.883,32.568,None,None,Y,N,54.216,317.88,45.916
5827380,1,954,FS,Unknown,2002-10-22T04:00:00Z,1.059,50.349,None,None,Y,Y,54.216,381.23999999999995,55.068
5925512,1,22866,MN,2010-09-27,2010-10-07T04:00:00Z,0.466,31.888,None,None,N,N,54.216,167.76000000000002,24.232000000000003
5873787,1,12543,FS,2007-01-04,2007-01-04T05:00:00Z,0.365,22.77,None,None,N,Y,54.216,131.4,18.98
5934626,1,24508,MN,2011-04-22,2011-07-14T04:00:00Z,0.65,37.875,None,None,Y,N,54.216,234.0,33.800000000000004
5842853,1,6283,FS,2004-02-19,2004-03-26T05:00:00Z,0.473,27.216,Thin,None,Y,N,54.216,170.28,24.596
5882630,1,14423,F,Unknown,2007-08-25T04:00:00Z,1.256,35.017,None,None,N,N,54.216,452.16,65.312
5854331,1,8650,M,Unknown,2004-02-23T05:00:00Z,0.376,28.803,None,None,N,N,54.216,135.36,19.552
5926135,1,22982,MN,2010-09-14,2012-01-06T05:00:00Z,1.824,60.056,None,None,Y,N,54.216,656.64,94.848
5935254,1,24631,M,Unknown,2011-01-10T05:00:00Z,0.238,14.515,None,None,Y,Y,54.216,85.67999999999999,12.376
5930952,1,23808,FS,2011-05-19,2011-05-19T04:00:00Z,1.771,45.904,None,None,N,N,54.216,637.56,92.092
5870760,1,11873,MN,2006-08-10,2006-08-10T04:00:00Z,0.606,42.32,None,None,N,N,54.216,218.16,31.512
5859154,1,9548,MN,2002-06-03,2002-04-07T05:00:00Z,0.443,30.073,None,None,N,N,54.216,159.48,23.036
5940526,1,25629,FS,2011-07-06,2011-05-29T04:00:00Z,0.32,19.958,None,None,Y,Y,54.216,115.2,16.64
5836013,1,3995,FS,1996-06-27,1996-06-27T04:00:00Z,1.776,46.266,None,None,N,N,54.216,639.36,92.352
5860077,1,9701,M,Unknown,2003-10-12T04:00:00Z,1.7,64.183,None,None,Y,N,54.216,612.0,88.39999999999999
5922259,1,22239,FS,2010-07-07,2010-05-04T04:00:00Z,0.219,13.472,None,None,Y,N,54.216,78.84,11.388
5886433,1,15213,F,Unknown,2009-07-31T04:00:00Z,1.843,44.634,None,None,Y,N,54.216,663.48,95.836
5928918,1,23467,FS,2010-10-11,2010-10-23T04:00:00Z,0.447,24.04,None,None,Y,Y,54.216,160.92000000000002,23.244
5946263,1,26746,FS,2011-12-08,2011-12-08T05:00:00Z,0.416,29.937,None,None,N,Y,54.216,149.76,21.631999999999998
5828646,1,1335,MN,1995-10-16,1995-06-10T04:00:00Z,0.114,,None,None,N,N,54.216,41.04,5.928
5840507,1,5567,MN,2001-06-29,2001-03-16T05:00:00Z,0.188,9.979,Thin,None,N,Y,54.216,67.68,9.776
5887150,1,15358,FS,2008-02-06,2008-03-08T05:00:00Z,0.528,39.281,None,None,Y,Y,54.216,190.08,27.456000000000003
5886047,1,15131,MN,Unknown,2007-12-22T05:00:00Z,2.478,56.699,None,None,N,N,54.216,892.08,128.85600000000002
5953075,1,28082,FS,2012-05-23,2012-02-10T05:00:00Z,0.304,10.07,None,None,Y,Y,54.216,109.44,15.808
5863314,1,10313,F,Unknown,2004-08-21T04:00:00Z,1.639,49.351,None,None,Y,Y,54.216,590.04,85.228
5952421,1,27959,M,Unknown,2012-02-27T05:00:00Z,0.411,25.038,None,None,Y,Y,54.216,147.95999999999998,21.372
5932825,1,24151,M,Unknown,2011-02-22T05:00:00Z,0.466,35.698,None,None,N,Y,54.216,167.76000000000002,24.232000000000003
5893590,1,16720,MN,2008-10-27,2010-05-15T04:00:00Z,2.004,56.699,None,None,N,N,54.216,721.44,104.208
5904253,1,18997,MN,2009-05-22,2009-05-01T04:00:00Z,0.338,22.952,None,None,N,N,54.216,121.68,17.576
5927321,1,23199,FS,2010-09-22,2010-09-22T04:00:00Z,0.331,19.686,None,None,N,Y,54.216,119.16000000000001,17.212
5906140,1,19350,FS,Unknown,2010-08-21T04:00:00Z,2.632,55.338,None,None,Y,N,54.216,947.5200000000001,136.864
5934388,1,24460,F,Unknown,2010-12-19T05:00:00Z,1.0,49.895,None,None,Y,N,54.216,360.0,52.0
5884455,1,14765,FS,2007-11-21,2007-12-03T05:00:00Z,0.544,29.937,None,None,N,N,54.216,195.84,28.288000000000004
5881780,1,14265,FS,Unknown,2007-08-01T04:00:00Z,1.503,42.728,None,None,N,N,54.216,541.0799999999999,78.15599999999999
5933479,1,24278,FS,2011-02-23,2011-02-23T05:00:00Z,0.501,31.434,None,None,N,Y,54.216,180.36,26.052
5961648,1,29949,MN,Unknown,2012-08-05T04:00:00Z,1.836,47.809,None,None,Y,N,54.216,660.96,95.47200000000001
5916889,1,21336,FS,2010-03-16,2012-07-09T04:00:00Z,2.711,43.908,None,None,N,N,54.216,975.9599999999999,140.97199999999998
5918458,1,21603,F,Unknown,2010-02-08T05:00:00Z,0.201,8.029,None,None,Y,Y,54.216,72.36,10.452
5959010,1,29337,MN,2012-09-21,2012-06-08T04:00:00Z,2.384,52.163,None,None,Y,N,54.216,858.24,123.96799999999999
5888515,1,15677,MN,2008-04-22,2008-03-08T05:00:00Z,0.204,13.925,None,None,Y,Y,54.216,73.44,10.607999999999999
5842580,1,6231,F,Unknown,2001-10-28T04:00:00Z,0.265,13.88,None,None,Y,Y,54.216,95.4,13.780000000000001
5948483,1,27182,M,Unknown,2012-10-11T04:00:00Z,1.137,41.277,None,None,N,N,54.216,409.32,59.124
5905514,1,19223,FS,2009-07-02,2009-05-09T04:00:00Z,0.316,16.012,None,None,N,Y,54.216,113.76,16.432
5853711,1,8499,FS,1999-05-25,2000-09-12T04:00:00Z,2.582,43.091,None,None,N,N,54.216,929.52,134.26399999999998
5891733,1,16325,FS,2008-09-10,2011-01-24T05:00:00Z,2.878,43.545,None,None,N,N,54.216,1036.08,149.656
5915478,1,21095,FS,Unknown,2010-02-26T05:00:00Z,1.316,46.72,None,None,N,N,54.216,473.76000000000005,68.432
5953380,1,28141,MN,2012-07-23,2012-04-23T04:00:00Z,0.337,22.725,None,None,N,N,54.216,121.32000000000001,17.524
5895349,1,17110,M,Unknown,2009-01-21T05:00:00Z,0.541,46.72,None,None,N,Y,54.216,194.76000000000002,28.132
5849855,1,7648,F,Unknown,1997-02-12T05:00:00Z,0.308,20.911,None,None,Y,Y,54.216,110.88,16.016
5835890,1,3947,M,Unknown,2000-08-29T04:00:00Z,0.267,12.655,None,None,Y,N,54.216,96.12,13.884
5895496,1,17137,MN,Unknown,2008-09-11T04:00:00Z,2.147,49.442,None,None,Y,Y,54.216,772.92,111.64399999999999
5864655,1,10617,FS,Unknown,2005-04-20T04:00:00Z,1.418,55.792,None,None,Y,N,54.216,510.47999999999996,73.73599999999999
5928552,1,23379,MN,2011-09-21,2010-09-01T04:00:00Z,0.315,23.587,None,None,Y,N,54.216,113.4,16.38
5944134,1,26331,MN,Unknown,2011-08-06T04:00:00Z,2.353,59.511,None,None,Y,N,54.216,847.08,122.35600000000001
5901977,1,18506,MN,2009-03-26,2009-02-17T05:00:00Z,0.262,16.647,None,None,Y,Y,54.216,94.32000000000001,13.624
5834918,1,3608,F,Unknown,2003-04-14T04:00:00Z,0.982,45.364,None,None,Y,N,54.216,353.52,51.064
5897523,1,17608,M,Unknown,2007-08-25T04:00:00Z,0.237,11.793,None,None,Y,Y,54.216,85.32,12.324
5838543,1,4909,MN,2003-06-23,2004-02-05T05:00:00Z,1.098,58.06,None,None,Y,Y,54.216,395.28000000000003,57.096000000000004
5953103,1,28090,FS,2012-06-27,2012-06-10T04:00:00Z,0.425,23.405,None,None,N,N,54.216,153.0,22.099999999999998
5939786,1,25474,FS,2012-02-17,2011-05-09T04:00:00Z,0.395,27.125,None,None,N,N,54.216,142.20000000000002,20.54
5952936,1,28056,FS,2012-06-11,2012-08-07T04:00:00Z,0.743,38.147,None,None,N,N,54.216,267.48,38.636
5887306,1,15393,MN,2008-05-23,2008-03-14T04:00:00Z,0.335,20.638,None,None,Y,N,54.216,120.60000000000001,17.42
5903055,1,18735,FS,2009-04-30,2009-09-19T04:00:00Z,0.798,43.953,None,None,Y,N,54.216,287.28000000000003,41.496
