,BREED_ID,PET_ID,GENDER,NEUTER_DATE,VISIT_DATE,VISIT_AGE,WEIGHT,BCS_RECORDED,BCS_PREDICTED,PREVENTIVE_CARE_VISIT,HEALTHY_PET_DIAGNOSIS,AV_BREED_WEIGHT,Age (Days),Age (Weeks)
5955721,1,28628,FS,2012-08-13,2012-04-03T04:00:00Z,0.142,4.944,None,None,N,N,54.216,51.12,7.3839999999999995
5832437,1,2693,M,Unknown,2003-01-22T05:00:00Z,0.29,15.513,None,None,Y,Y,54.216,104.39999999999999,15.079999999999998
5878002,1,13425,F,Unknown,2007-04-02T04:00:00Z,0.27,15.876,None,None,N,N,54.216,97.2,14.040000000000001
5940905,1,25700,MN,2012-02-17,2011-11-04T04:00:00Z,0.732,49.442,None,None,Y,Y,54.216,263.52,38.064
5835810,1,3910,M,Unknown,1997-09-05T04:00:00Z,0.155,4.4,None,None,Y,N,54.216,55.8,8.06
5869329,1,11555,MN,Unknown,2006-05-03T04:00:00Z,0.837,40.823,None,None,N,N,54.216,301.32,43.524
5934297,1,24445,FS,2011-03-28,2011-01-24T05:00:00Z,0.239,13.88,None,None,Y,Y,54.216,86.03999999999999,12.427999999999999
5954637,1,28404,MN,2012-11-03,2012-04-10T04:00:00Z,0.42,46.947,None,None,Y,Y,54.216,151.2,21.84
5849467,1,7580,FS,Unknown,2006-01-28T05:00:00Z,0.957,47.899,None,None,N,N,54.216,344.52,49.763999999999996
5951601,1,27793,FS,2012-05-04,2012-05-04T04:00:00Z,0.439,35.199,None,None,N,Y,54.216,158.04,22.828
5962529,1,30198,FS,2012-10-13,2012-12-22T05:00:00Z,0.811,46.72,None,None,Y,Y,54.216,291.96000000000004,42.172000000000004
5962560,1,30210,FS,2013-01-22,2012-09-03T04:00:00Z,0.337,18.234,None,None,N,N,54.216,121.32000000000001,17.524
5830410,1,1934,FS,2004-03-26,2004-09-30T04:00:00Z,0.983,49.941,None,None,N,N,54.216,353.88,51.116
5936507,1,24853,F,Unknown,2012-06-20T04:00:00Z,1.577,54.25,Normal,None,N,N,54.216,567.72,82.00399999999999
5948867,1,27265,MN,Unknown,2012-09-20T04:00:00Z,1.058,49.578,None,None,N,N,54.216,380.88,55.016000000000005
5849964,1,7687,M,2006-03-29,2006-03-25T05:00:00Z,0.494,42.774,None,None,N,Y,54.216,177.84,25.688
5863243,1,10304,FS,2005-10-27,2005-08-29T04:00:00Z,0.3,16.783,None,None,Y,Y,54.216,108.0,15.6
5948972,1,27287,MN,2012-02-25,2011-11-05T04:00:00Z,0.419,33.702,None,None,N,N,54.216,150.84,21.788
5905687,1,19253,M,Unknown,2009-05-12T04:00:00Z,0.213,14.696,None,None,Y,Y,54.216,76.67999999999999,11.076
5859893,1,9668,M,Unknown,2004-05-15T04:00:00Z,0.171,6.713,None,None,N,N,54.216,61.56,8.892000000000001
5905561,1,19226,FS,2009-12-01,2011-02-06T05:00:00Z,1.903,39.78,None,None,N,N,54.216,685.08,98.956
5963900,1,30560,FS,2012-11-14,2013-02-01T05:00:00Z,0.469,38.555,None,None,N,Y,54.216,168.84,24.387999999999998
5833339,1,3045,M,Unknown,1996-04-23T04:00:00Z,2.002,62.777,None,None,Y,Y,54.216,720.7199999999999,104.10399999999998
5862544,1,10169,MN,Unknown,2005-10-11T04:00:00Z,2.002,41.186,None,None,Y,Y,54.216,720.7199999999999,104.10399999999998
5848865,1,7465,FS,2004-02-06,2003-11-23T05:00:00Z,0.138,8.029,None,None,N,N,54.216,49.68000000000001,7.176
5849348,1,7558,MN,2004-11-01,2004-12-21T05:00:00Z,0.618,38.147,None,None,N,N,54.216,222.48,32.136
5862951,1,10246,M,Unknown,2005-10-14T04:00:00Z,0.125,3.583,None,None,Y,Y,54.216,45.0,6.5
5953662,1,28204,MN,2012-09-13,2012-03-30T04:00:00Z,0.299,21.772,None,None,Y,Y,54.216,107.64,15.548
5941601,1,25817,M,Unknown,2011-06-15T04:00:00Z,0.186,13.154,None,None,Y,Y,54.216,66.96,9.672
5948152,1,27108,FS,2012-02-13,2013-02-21T05:00:00Z,1.779,51.664,None,None,N,N,54.216,640.4399999999999,92.508
5934214,1,24423,MN,2011-07-13,2011-07-23T04:00:00Z,0.843,53.524,None,None,N,N,54.216,303.48,43.836
5939546,1,25435,M,Unknown,2013-02-07T05:00:00Z,1.996,63.503,None,None,N,N,54.216,718.56,103.792
5860703,1,9805,M,Unknown,2004-12-05T05:00:00Z,0.275,16.103,None,None,Y,Y,54.216,99.00000000000001,14.3
5942786,1,26060,M,Unknown,2012-02-07T05:00:00Z,0.918,55.792,None,None,N,N,54.216,330.48,47.736000000000004
5961011,1,29804,M,Unknown,2012-08-25T04:00:00Z,0.364,20.412,None,None,Y,Y,54.216,131.04,18.928
5887925,1,15524,MN,2008-06-03,2008-03-20T04:00:00Z,0.201,12.02,None,None,N,N,54.216,72.36,10.452
5897004,1,17497,F,Unknown,2008-10-18T04:00:00Z,1.336,38.555,None,None,N,N,54.216,480.96000000000004,69.47200000000001
5929024,1,23481,FS,Unknown,2011-06-25T04:00:00Z,2.912,63.73,None,None,Y,N,54.216,1048.32,151.424
5830830,1,2072,M,Unknown,2000-03-28T05:00:00Z,0.336,19.686,None,None,N,N,54.216,120.96000000000001,17.472
5950979,1,27672,FS,Unknown,2012-06-20T04:00:00Z,2.549,37.331,None,None,Y,Y,54.216,917.64,132.548
5904175,1,18969,F,Unknown,2009-04-08T04:00:00Z,2.585,57.334,None,None,Y,Y,54.216,930.6,134.42
5933510,1,24289,FS,2011-02-18,2011-08-29T04:00:00Z,0.943,45.042,None,None,N,N,54.216,339.47999999999996,49.035999999999994
5861732,1,10003,MN,2006-05-25,2006-10-27T04:00:00Z,1.437,48.534,None,None,Y,Y,54.216,517.32,74.724
5875614,1,12917,FS,2007-01-05,2008-07-14T04:00:00Z,2.045,47.264,None,None,N,N,54.216,736.1999999999999,106.34
5938080,1,25119,MN,2012-02-17,2011-03-25T04:00:00Z,0.304,19.913,None,None,Y,Y,54.216,109.44,15.808
5916922,1,21339,FS,2010-01-22,2012-02-04T05:00:00Z,2.524,55.338,None,None,N,N,54.216,908.64,131.248
5884135,1,14711,M,Unknown,2007-10-15T04:00:00Z,1.503,59.874,None,None,Y,N,54.216,541.0799999999999,78.15599999999999
5905452,1,19217,MN,Unknown,2009-12-04T05:00:00Z,0.744,49.895,None,None,Y,N,54.216,267.84,38.688
5864325,1,10556,FS,2006-05-05,2007-09-22T04:00:00Z,1.801,62.142,None,None,N,N,54.216,648.36,93.652
5846934,1,7043,MN,2004-01-21,2003-11-04T05:00:00Z,0.305,21.727,Normal,None,Y,Y,54.216,109.8,15.86
5876093,1,13023,M,Unknown,2007-02-08T05:00:00Z,0.276,16.148,None,None,Y,Y,54.216,99.36000000000001,14.352
5881431,1,14187,MN,2008-02-15,2008-02-15T05:00:00Z,0.746,49.623,None,None,N,N,54.216,268.56,38.792
5918189,1,21561,M,Unknown,2010-06-07T04:00:00Z,0.588,34.972,None,None,N,N,54.216,211.67999999999998,30.575999999999997
5868076,1,11269,M,Unknown,2005-08-16T04:00:00Z,0.563,42.275,None,None,Y,Y,54.216,202.67999999999998,29.275999999999996
5920550,1,21950,MN,2010-07-09,2010-05-04T04:00:00Z,0.312,19.142,None,None,Y,N,54.216,112.32,16.224
5883034,1,14495,MN,2007-11-13,2008-10-16T04:00:00Z,1.371,53.569,None,None,Y,N,54.216,493.56,71.292
5940333,1,25590,FS,2011-07-08,2011-08-20T04:00:00Z,0.687,34.019,None,None,N,N,54.216,247.32000000000002,35.724000000000004
5919129,1,21718,MN,2010-05-07,2011-05-27T04:00:00Z,1.514,48.489,None,None,N,N,54.216,545.04,78.728
5862485,1,10162,M,Unknown,2006-09-02T04:00:00Z,2.037,47.4,None,None,Y,N,54.216,733.3199999999999,105.92399999999999
5836194,1,4080,FS,1997-02-12,1997-07-05T04:00:00Z,1.223,50.712,None,None,N,N,54.216,440.28000000000003,63.596000000000004
5921108,1,22059,MN,2011-01-07,2011-01-05T05:00:00Z,0.948,60.146,None,None,Y,N,54.216,341.28,49.296
5902299,1,18563,MN,2010-02-05,2009-04-17T04:00:00Z,0.278,20.911,None,None,N,N,54.216,100.08000000000001,14.456000000000001
5938665,1,25239,MN,2012-03-16,2011-05-28T04:00:00Z,0.348,18.688,None,None,Y,N,54.216,125.27999999999999,18.096
5936838,1,24907,MN,Unknown,2011-02-12T05:00:00Z,1.17,58.967,None,None,N,N,54.216,421.2,60.839999999999996
5954119,1,28299,MN,2012-07-13,2012-02-29T05:00:00Z,0.17,6.441,None,None,Y,N,54.216,61.2,8.84
5827802,1,1113,FS,Unknown,1999-11-17T05:00:00Z,0.289,16.874,None,None,Y,N,54.216,104.03999999999999,15.027999999999999
5907105,1,19559,FS,2009-09-26,2010-04-09T04:00:00Z,1.043,50.122,None,None,N,Y,54.216,375.47999999999996,54.236
5965513,1,31075,FS,2013-01-18,2013-02-08T05:00:00Z,0.581,33.838,None,None,Y,N,54.216,209.16,30.211999999999996
5931718,1,23948,MN,2011-02-05,2010-12-24T05:00:00Z,0.367,32.477,None,None,Y,Y,54.216,132.12,19.084
5825753,1,385,F,Unknown,2004-07-05T04:00:00Z,0.09,2.495,None,None,Y,N,54.216,32.4,4.68
5866414,1,10929,MN,2001-08-29,2002-04-24T04:00:00Z,1.287,36.287,None,None,Y,Y,54.216,463.32,66.92399999999999
5826443,1,615,M,Unknown,2000-06-22T04:00:00Z,1.001,45.359,None,None,Y,N,54.216,360.35999999999996,52.05199999999999
5932031,1,24004,FS,2010-12-11,2010-10-23T04:00:00Z,0.252,13.517,None,None,Y,Y,54.216,90.72,13.104
5896072,1,17277,FS,2009-01-30,2008-11-08T05:00:00Z,0.281,16.057,None,None,Y,N,54.216,101.16000000000001,14.612000000000002
5917170,1,21393,FS,2010-05-27,2010-05-27T04:00:00Z,0.554,40.642,None,None,N,Y,54.216,199.44000000000003,28.808000000000003
5874148,1,12596,M,Unknown,2006-10-30T05:00:00Z,0.799,52.345,Thin,None,N,N,54.216,287.64000000000004,41.548
5951830,1,27840,MN,2013-03-15,2012-06-13T04:00:00Z,0.531,35.925,None,None,Y,N,54.216,191.16,27.612000000000002
5937988,1,25101,F,Unknown,2011-03-02T05:00:00Z,0.175,10.16,None,None,Y,N,54.216,62.99999999999999,9.1
5888877,1,15747,MN,Unknown,2009-12-28T05:00:00Z,2.393,65.317,None,None,Y,N,54.216,861.4799999999999,124.43599999999999
5961284,1,29867,FS,2012-08-24,2012-07-28T04:00:00Z,0.751,35.335,None,None,Y,Y,54.216,270.36,39.052
5884964,1,14902,M,Unknown,2010-01-13T05:00:00Z,2.328,64.864,None,None,Y,N,54.216,838.0799999999999,121.056
5965214,1,30983,MN,2013-01-24,2012-11-25T05:00:00Z,0.225,12.247,None,None,Y,N,54.216,81.0,11.700000000000001
5962838,1,30281,FS,2012-10-31,2012-10-31T04:00:00Z,0.399,20.684,None,None,N,Y,54.216,143.64000000000001,20.748
5914728,1,20948,MN,Unknown,2010-01-02T05:00:00Z,2.917,47.627,None,None,Y,N,54.216,1050.12,151.684
5826424,1,607,MN,2004-05-14,2004-03-17T05:00:00Z,0.284,21.863,None,None,Y,N,54.216,102.24,14.767999999999999
5881839,1,14274,FS,2007-11-01,2008-04-28T04:00:00Z,0.986,43.726,None,None,N,N,54.216,354.96,51.272
5899451,1,18001,MN,2009-01-12,2008-12-26T05:00:00Z,0.316,19.777,None,None,Y,N,54.216,113.76,16.432
5858296,1,9374,FS,2005-01-19,2005-04-01T05:00:00Z,0.691,48.126,None,None,N,N,54.216,248.76,35.931999999999995
5876115,1,13027,FS,2007-04-19,2007-07-09T04:00:00Z,0.703,40.869,None,None,N,N,54.216,253.07999999999998,36.556
5892398,1,16469,MN,2008-09-06,2009-04-07T04:00:00Z,0.963,44.452,None,None,N,N,54.216,346.68,50.076
5900579,1,18209,MN,2009-04-23,2009-04-23T04:00:00Z,0.459,30.844,None,None,N,N,54.216,165.24,23.868000000000002
5843114,1,6328,M,Unknown,2004-12-27T05:00:00Z,1.815,50.349,None,None,N,N,54.216,653.4,94.38
5901004,1,18298,MN,Unknown,2009-08-18T04:00:00Z,1.623,55.474,None,None,N,N,54.216,584.28,84.396
5909429,1,19958,M,Unknown,2009-07-23T04:00:00Z,2.503,61.19,None,None,Y,N,54.216,901.08,130.156
5941109,1,25737,F,Unknown,2011-05-14T04:00:00Z,0.329,22.045,None,None,N,N,54.216,118.44000000000001,17.108
5877139,1,13240,MN,2007-04-04,2007-04-20T04:00:00Z,0.382,31.253,None,None,Y,Y,54.216,137.52,19.864
5856796,1,9071,M,Unknown,2005-04-07T04:00:00Z,2.878,79.651,None,Heavy,Y,Y,54.216,1036.08,149.656
5959131,1,29365,M,Unknown,2012-07-28T04:00:00Z,0.314,20.956,None,None,Y,Y,54.216,113.04,16.328
5918960,1,21697,MN,2010-03-10,2010-03-26T04:00:00Z,0.536,41.549,None,None,N,Y,54.216,192.96,27.872
5904273,1,19002,FS,2009-06-18,2009-05-23T04:00:00Z,0.294,18.053,None,None,Y,Y,54.216,105.83999999999999,15.287999999999998
5904703,1,19072,MN,2009-06-29,2010-01-09T05:00:00Z,0.977,53.524,None,None,Y,N,54.216,351.71999999999997,50.804
5838683,1,4976,F,Unknown,1995-01-31T05:00:00Z,0.369,16.783,None,None,Y,N,54.216,132.84,19.188
5830280,1,1901,F,Unknown,1999-06-16T04:00:00Z,0.301,16.874,None,None,Y,Y,54.216,108.36,15.652
5827074,1,846,F,Unknown,1997-04-23T04:00:00Z,0.155,12.973,None,None,Y,Y,54.216,55.8,8.06
5867861,1,11220,FS,2006-03-09,2007-11-05T05:00:00Z,1.984,44.543,None,None,Y,Y,54.216,714.24,103.168
5894615,1,16959,F,Unknown,2009-08-22T04:00:00Z,2.643,46.266,None,None,Y,N,54.216,951.4799999999999,137.43599999999998
5878094,1,13454,FS,2007-06-01,2007-03-31T04:00:00Z,0.24,18.098,None,None,Y,Y,54.216,86.39999999999999,12.48
5934071,1,24393,MN,Unknown,2011-06-10T04:00:00Z,1.156,54.295,None,None,N,Y,54.216,416.15999999999997,60.111999999999995
5930074,1,23654,MN,2011-05-10,2010-10-01T04:00:00Z,0.186,7.348,None,None,Y,Y,54.216,66.96,9.672
5887476,1,15436,FS,Unknown,2008-02-07T05:00:00Z,0.752,38.102,None,None,Y,Y,54.216,270.72,39.104
5954031,1,28284,FS,2012-06-01,2012-02-28T05:00:00Z,0.176,7.167,None,None,Y,Y,54.216,63.36,9.152
5950828,1,27643,FS,2012-04-11,2012-01-18T05:00:00Z,0.273,18.371,None,None,Y,Y,54.216,98.28,14.196000000000002
5918592,1,21631,FS,2010-04-14,2010-04-28T04:00:00Z,0.416,23.405,None,None,N,N,54.216,149.76,21.631999999999998
5872259,1,12195,MN,2006-12-18,2007-05-01T04:00:00Z,0.834,59.92,None,None,N,N,54.216,300.24,43.367999999999995
5940058,1,25526,FS,2011-06-03,2011-12-12T05:00:00Z,0.874,56.699,Heavy,None,N,N,54.216,314.64,45.448
5871511,1,12032,MN,2006-08-25,2006-08-30T04:00:00Z,0.448,22.498,None,None,Y,N,54.216,161.28,23.296
5942767,1,26057,FS,2011-08-17,2011-08-09T04:00:00Z,0.372,22.77,Normal,None,Y,Y,54.216,133.92,19.344
5846599,1,6989,FS,2004-01-12,2004-03-18T05:00:00Z,2.465,53.978,None,Normal,Y,Y,54.216,887.4,128.18
5910846,1,20212,M,Unknown,2009-08-22T04:00:00Z,0.752,23.451,None,None,N,N,54.216,270.72,39.104
5858248,1,9361,MN,2006-04-20,2005-12-12T05:00:00Z,0.122,5.08,None,None,Y,N,54.216,43.92,6.343999999999999
5946986,1,26874,MN,2011-10-28,2012-09-01T04:00:00Z,1.295,54.295,Normal,None,N,N,54.216,466.2,67.34
5851990,1,8126,M,Unknown,2005-07-13T04:00:00Z,0.221,13.336,Thin,None,Y,Y,54.216,79.56,11.492
5902970,1,18712,FS,2009-04-17,2009-04-01T04:00:00Z,0.394,27.851,None,None,Y,Y,54.216,141.84,20.488
5868451,1,11337,MN,2004-05-27,2004-01-03T05:00:00Z,0.155,6.895,None,None,Y,N,54.216,55.8,8.06
5915292,1,21065,MN,Unknown,2009-12-21T05:00:00Z,0.722,49.714,None,None,Y,Y,54.216,259.92,37.544
5830477,1,1947,MN,2001-11-13,2001-10-29T05:00:00Z,0.607,51.392,None,None,Y,Y,54.216,218.51999999999998,31.564
5896266,1,17314,FS,2008-11-19,2008-10-16T04:00:00Z,0.38,16.964,None,None,N,N,54.216,136.8,19.76
5868621,1,11377,F,Unknown,2006-06-04T04:00:00Z,0.35,28.712,None,None,Y,N,54.216,125.99999999999999,18.2
5955630,1,28608,M,Unknown,2012-04-11T04:00:00Z,0.137,4.4,None,None,Y,Y,54.216,49.32000000000001,7.1240000000000006
5849686,1,7610,MN,2007-01-30,2006-08-30T04:00:00Z,0.949,59.874,None,None,N,N,54.216,341.64,49.348
5915684,1,21128,FS,2010-06-23,2012-11-07T05:00:00Z,2.876,48.081,None,None,N,N,54.216,1035.36,149.552
5837126,1,4393,F,Unknown,1998-09-19T04:00:00Z,0.837,46.992,None,None,N,Y,54.216,301.32,43.524
5914233,1,20854,F,2010-03-24,2009-11-06T05:00:00Z,0.249,12.973,None,None,Y,Y,54.216,89.64,12.948
5936469,1,24850,FS,2011-04-01,2011-08-08T04:00:00Z,0.727,41.05,None,None,Y,N,54.216,261.71999999999997,37.804
5908770,1,19845,M,Unknown,2009-07-11T04:00:00Z,0.319,29.756,None,None,N,N,54.216,114.84,16.588
5862271,1,10110,FS,2002-02-08,2003-11-15T05:00:00Z,2.223,48.534,None,Normal,Y,Y,54.216,800.28,115.59599999999999
5881976,1,14299,MN,2007-11-09,2007-08-06T04:00:00Z,0.094,2.948,None,None,Y,N,54.216,33.84,4.888
5955488,1,28583,FS,2012-05-22,2012-09-13T04:00:00Z,0.765,41.096,None,None,N,N,54.216,275.4,39.78
5891772,1,16330,FS,2008-10-01,2008-07-31T04:00:00Z,0.308,18.416,None,None,Y,Y,54.216,110.88,16.016
5828400,1,1260,M,Unknown,2004-07-27T04:00:00Z,0.377,26.308,None,None,N,Y,54.216,135.72,19.604
5883631,1,14613,MN,Unknown,2007-11-05T05:00:00Z,0.346,24.993,None,None,Y,Y,54.216,124.55999999999999,17.991999999999997
5906239,1,19379,M,Unknown,2009-07-16T04:00:00Z,0.204,13.154,None,None,Y,Y,54.216,73.44,10.607999999999999
5915921,1,21166,FS,2010-01-05,2009-12-13T05:00:00Z,0.352,13.472,None,None,Y,Y,54.216,126.72,18.304
5924424,1,22648,FS,2010-07-22,2010-11-02T04:00:00Z,0.772,52.163,None,None,Y,Y,54.216,277.92,40.144
5906009,1,19315,FS,Unknown,2009-05-20T04:00:00Z,0.503,48.444,None,None,N,N,54.216,181.08,26.156
5955146,1,28521,MN,Unknown,2012-04-08T04:00:00Z,1.488,57.425,None,None,Y,Y,54.216,535.68,77.376
5868657,1,11385,MN,2006-06-20,2006-06-16T04:00:00Z,0.391,35.471,None,None,N,Y,54.216,140.76,20.332
5839551,1,5226,M,Unknown,2001-12-12T05:00:00Z,0.281,22.09,None,None,Y,Y,54.216,101.16000000000001,14.612000000000002
5874432,1,12645,MN,2006-11-17,2009-02-20T05:00:00Z,2.662,62.46,None,None,N,N,54.216,958.3199999999999,138.424
5834529,1,3477,M,Unknown,2001-09-22T04:00:00Z,0.246,6.895,None,None,Y,N,54.216,88.56,12.792
5877572,1,13329,MN,Unknown,2007-03-12T04:00:00Z,2.919,59.421,None,None,Y,N,54.216,1050.84,151.788
5919848,1,21824,MN,2010-05-25,2011-09-05T04:00:00Z,1.777,49.442,None,None,Y,N,54.216,639.7199999999999,92.404
5888579,1,15686,F,Unknown,2008-07-21T04:00:00Z,2.366,51.256,None,Normal,N,N,54.216,851.76,123.03200000000001
5962610,1,30221,M,Unknown,2012-10-16T04:00:00Z,0.452,24.857,None,None,Y,Y,54.216,162.72,23.504
5864367,1,10562,M,Unknown,2005-07-23T04:00:00Z,0.481,33.883,None,None,Y,Y,54.216,173.16,25.012
5864399,1,10572,FS,2006-02-02,2006-01-31T05:00:00Z,0.295,20.638,None,None,Y,Y,54.216,106.19999999999999,15.34
5953520,1,28168,FS,2012-03-01,2012-03-26T04:00:00Z,0.6,28.077,None,None,Y,N,54.216,216.0,31.2
5885846,1,15084,MN,2010-08-11,2008-07-05T04:00:00Z,0.749,49.895,None,None,N,Y,54.216,269.64,38.948
5907677,1,19649,FS,2009-09-28,2011-01-01T05:00:00Z,1.642,52.617,None,None,Y,N,54.216,591.12,85.384
5864245,1,10533,M,Unknown,2002-03-14T05:00:00Z,0.138,7.983,None,None,Y,N,54.216,49.68000000000001,7.176
5912720,1,20580,FS,2009-12-16,2010-02-27T05:00:00Z,0.607,41.731,None,None,N,N,54.216,218.51999999999998,31.564
5874246,1,12616,M,Unknown,2007-05-08T04:00:00Z,0.842,37.195,Thin,None,Y,N,54.216,303.12,43.784
5963222,1,30376,FS,2013-03-21,2012-10-16T04:00:00Z,0.239,16.148,None,None,Y,Y,54.216,86.03999999999999,12.427999999999999
5895296,1,17103,MN,2008-12-12,2010-05-15T04:00:00Z,1.826,53.07,None,None,N,N,54.216,657.36,94.952
5844922,1,6679,M,Unknown,2005-11-05T05:00:00Z,0.338,1.637,Thin,None,N,N,54.216,121.68,17.576
5929115,1,23491,MN,2011-02-16,2012-08-04T04:00:00Z,2.2,61.235,Normal,None,N,N,54.216,792.0000000000001,114.4
5952066,1,27891,FS,Unknown,2012-05-08T04:00:00Z,1.296,41.549,None,None,N,N,54.216,466.56,67.392
5960855,1,29765,MN,2012-09-06,2012-11-21T05:00:00Z,0.597,44.089,None,None,Y,N,54.216,214.92,31.043999999999997
5828626,1,1323,MN,Unknown,2003-11-22T05:00:00Z,2.867,72.575,None,Normal,Y,N,54.216,1032.12,149.084
5965618,1,31104,F,Unknown,2012-12-09T05:00:00Z,0.151,8.165,None,None,Y,N,54.216,54.36,7.851999999999999
5907396,1,19602,FS,2009-08-12,2010-02-15T05:00:00Z,1.004,42.638,None,None,Y,Y,54.216,361.44,52.208
5927787,1,23270,FS,Unknown,2010-09-08T04:00:00Z,0.227,12.156,None,None,N,N,54.216,81.72,11.804
5878415,1,13530,F,Unknown,2007-04-07T04:00:00Z,0.336,18.371,None,None,N,N,54.216,120.96000000000001,17.472
5918833,1,21672,FS,Unknown,2010-09-16T04:00:00Z,2.804,52.481,None,None,Y,N,54.216,1009.4399999999999,145.808
5858231,1,9359,FS,Unknown,2007-05-21T04:00:00Z,2.402,58.65,None,None,N,N,54.216,864.72,124.90400000000001
5838485,1,4898,F,Unknown,2000-08-11T04:00:00Z,0.508,42.638,Thin,None,Y,N,54.216,182.88,26.416
5930417,1,23719,F,Unknown,2011-06-21T04:00:00Z,0.926,44.815,None,None,Y,N,54.216,333.36,48.152
5923646,1,22485,FS,2010-08-18,2011-12-06T05:00:00Z,1.753,45.904,None,None,Y,N,54.216,631.0799999999999,91.15599999999999
5830641,1,1995,MN,2003-07-08,2003-05-05T04:00:00Z,0.259,16.828,None,None,Y,Y,54.216,93.24000000000001,13.468
5891098,1,16177,FS,2008-06-18,2008-09-16T04:00:00Z,0.7,42.366,None,None,Y,N,54.216,251.99999999999997,36.4
5888314,1,15626,FS,Unknown,2009-08-20T04:00:00Z,2.125,61.961,Heavy,None,Y,N,54.216,765.0,110.5
5844081,1,6540,FS,2012-07-14,2005-07-26T04:00:00Z,0.237,11.567,None,None,Y,Y,54.216,85.32,12.324
5960496,1,29682,F,Unknown,2012-07-09T04:00:00Z,0.751,41.186,None,None,N,N,54.216,270.36,39.052
5931226,1,23859,F,Unknown,2010-10-06T04:00:00Z,0.167,6.668,None,None,N,N,54.216,60.120000000000005,8.684000000000001
5849121,1,7527,F,Unknown,2005-12-23T05:00:00Z,1.451,50.44,None,None,Y,N,54.216,522.36,75.452
5885469,1,14995,MN,2008-07-18,2008-01-12T05:00:00Z,0.302,16.647,None,None,Y,Y,54.216,108.72,15.703999999999999
5913037,1,20641,FS,2010-03-05,2010-11-18T05:00:00Z,1.27,36.287,None,None,Y,N,54.216,457.2,66.04
5875303,1,12861,MN,2007-02-23,2008-01-10T05:00:00Z,1.22,60.01,None,None,Y,N,54.216,439.2,63.44
5956358,1,28761,M,Unknown,2012-10-06T04:00:00Z,0.825,57.153,None,None,N,N,54.216,297.0,42.9
5924717,1,22711,FS,2010-09-07,2010-08-20T04:00:00Z,0.39,28.123,None,None,N,N,54.216,140.4,20.28
5945756,1,26652,FS,Unknown,2011-09-11T04:00:00Z,0.806,27.216,None,None,Y,Y,54.216,290.16,41.912000000000006
5907350,1,19595,MN,2009-10-12,2010-10-10T04:00:00Z,1.505,61.235,None,None,Y,Y,54.216,541.8,78.25999999999999
5830988,1,2145,F,Unknown,2004-01-01T05:00:00Z,0.18,7.257,None,None,Y,Y,54.216,64.8,9.36
5840991,1,5726,F,Unknown,1998-06-12T04:00:00Z,0.169,7.439,None,None,Y,N,54.216,60.84,8.788
5902713,1,18651,MN,Unknown,2010-09-14T04:00:00Z,2.571,52.571,None,None,Y,N,54.216,925.5600000000001,133.692
5903442,1,18811,FS,2009-06-05,2009-11-23T05:00:00Z,0.843,40.869,None,None,Y,Y,54.216,303.48,43.836
5963592,1,30472,MN,2012-11-28,2012-11-12T05:00:00Z,0.384,21.636,None,None,Y,Y,54.216,138.24,19.968
5913024,1,20640,MN,2009-11-01,2010-07-11T04:00:00Z,0.998,50.802,None,None,N,N,54.216,359.28,51.896
5914371,1,20877,MN,2010-01-26,2010-10-30T04:00:00Z,1.213,53.07,None,None,Y,N,54.216,436.68,63.07600000000001
5830217,1,1875,M,Unknown,2000-12-06T05:00:00Z,0.838,47.945,None,None,Y,N,54.216,301.68,43.576
5868988,1,11470,MN,2007-01-06,2007-05-31T04:00:00Z,1.338,58.513,None,None,Y,N,54.216,481.68,69.57600000000001
5826553,1,667,F,Unknown,2002-07-06T04:00:00Z,0.275,16.239,None,None,Y,N,54.216,99.00000000000001,14.3
5863519,1,10345,M,Unknown,2005-03-17T05:00:00Z,2.259,63.503,None,None,Y,N,54.216,813.24,117.46799999999999
5881713,1,14247,F,Unknown,2007-07-28T04:00:00Z,0.42,21.228,None,None,N,N,54.216,151.2,21.84
5907209,1,19576,MN,2009-09-04,2009-09-04T04:00:00Z,0.362,28.576,None,None,N,N,54.216,130.32,18.823999999999998
5836658,1,4211,F,Unknown,2000-02-04T05:00:00Z,0.298,19.051,None,None,Y,Y,54.216,107.28,15.495999999999999
5879595,1,13788,F,Unknown,2008-05-13T04:00:00Z,1.127,48.671,None,None,N,N,54.216,405.72,58.604
5855469,1,8845,M,Unknown,2006-03-07T05:00:00Z,0.265,8.301,Thin,None,N,N,54.216,95.4,13.780000000000001
5909166,1,19913,FS,2009-11-23,2009-08-29T04:00:00Z,0.292,15.468,Thin,None,Y,Y,54.216,105.11999999999999,15.184
5832512,1,2729,F,Unknown,1999-08-30T04:00:00Z,0.145,4.763,None,None,Y,N,54.216,52.199999999999996,7.539999999999999
5829816,1,1717,MN,1999-11-30,1999-12-07T05:00:00Z,2.029,63.684,None,Normal,N,N,54.216,730.4399999999999,105.508
5899643,1,18033,MN,Unknown,2008-12-27T05:00:00Z,1.585,45.813,None,None,N,N,54.216,570.6,82.42
5926525,1,23060,MN,2010-09-10,2011-06-10T04:00:00Z,1.088,54.25,None,None,Y,N,54.216,391.68,56.57600000000001
5933471,1,24277,FS,2010-11-28,2011-12-26T05:00:00Z,1.569,60.056,None,None,Y,N,54.216,564.84,81.588
5967168,1,31728,M,Unknown,2013-02-15T05:00:00Z,1.005,33.112,None,None,Y,Y,54.216,361.79999999999995,52.25999999999999
